"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
3335,14.6,71.4,6.7,15.5,0.0,2171-03-09,1,0.61,180.31,465.96,3
3336,14.6,71.4,6.7,15.5,0.0,2171-03-09,2,0.7,184.86,903.05,0
3337,14.6,71.4,6.7,15.5,0.0,2171-03-09,3,0.63,287.08,420.4,3
3338,14.6,71.4,6.7,15.5,0.0,2171-03-09,4,0.64,187.33,213.71,0
3339,14.6,71.4,6.7,15.5,0.0,2171-03-09,5,0.66,166.04,3.21,0
170,21.9,56.9,7.6,17.8,0.0,2171-03-10,1,0.73,192.54,643.56,3
171,21.9,56.9,7.6,17.8,0.0,2171-03-10,2,0.72,270.43,238.41,1
172,21.9,56.9,7.6,17.8,0.0,2171-03-10,3,1.0,191.53,660.78,3
173,21.9,56.9,7.6,17.8,0.0,2171-03-10,4,0.52,180.68,375.92,0
174,21.9,56.9,7.6,17.8,0.0,2171-03-10,5,0.44,143.66,846.76,0
275,19.6,57.9,10.1,23.2,0.0,2171-03-11,1,0.9,272.4,695.57,2
276,19.6,57.9,10.1,23.2,0.0,2171-03-11,2,0.7,230.42,185.32,3
277,19.6,57.9,10.1,23.2,0.0,2171-03-11,3,0.63,230.07,558.09,2
278,19.6,57.9,10.1,23.2,0.0,2171-03-11,4,0.69,118.25,312.93,0
279,19.6,57.9,10.1,23.2,0.0,2171-03-11,5,0.5,170.88,939.18,0
385,14.7,77.7,8.4,14.7,0.1,2171-03-12,1,0.8,290.56,34.24,2
386,14.7,77.7,8.4,14.7,0.1,2171-03-12,2,0.68,182.8,826.09,3
387,14.7,77.7,8.4,14.7,0.1,2171-03-12,3,0.65,177.17,781.01,3
388,14.7,77.7,8.4,14.7,0.1,2171-03-12,4,0.41,105.19,68.83,0
389,14.7,77.7,8.4,14.7,0.1,2171-03-12,5,0.31,185.46,360.87,3
495,18.8,77.8,7.9,14.1,0.1,2171-03-13,1,0.8,246.0,624.43,2
496,18.8,77.8,7.9,14.1,0.1,2171-03-13,2,0.92,203.18,783.52,0
497,18.8,77.8,7.9,14.1,0.1,2171-03-13,3,0.56,277.12,359.92,3
498,18.8,77.8,7.9,14.1,0.1,2171-03-13,4,0.65,110.57,960.52,0
499,18.8,77.8,7.9,14.1,0.1,2171-03-13,5,0.44,112.02,532.88,0
605,16.8,58.0,20.4,47.8,0.0,2171-03-14,1,0.94,165.01,247.69,3
606,16.8,58.0,20.4,47.8,0.0,2171-03-14,2,0.75,255.34,808.55,3
607,16.8,58.0,20.4,47.8,0.0,2171-03-14,3,0.56,224.4,446.7,3
608,16.8,58.0,20.4,47.8,0.0,2171-03-14,4,0.61,155.32,175.52,3
609,16.8,58.0,20.4,47.8,0.0,2171-03-14,5,0.49,190.81,594.7,0
715,19.4,64.1,21.0,47.1,0.0,2171-03-15,1,0.87,249.33,461.67,3
716,19.4,64.1,21.0,47.1,0.0,2171-03-15,2,0.83,229.59,359.35,1
717,19.4,64.1,21.0,47.1,0.0,2171-03-15,3,0.66,252.15,618.03,2
718,19.4,64.1,21.0,47.1,0.0,2171-03-15,4,0.48,145.96,107.29,3
719,19.4,64.1,21.0,47.1,0.0,2171-03-15,5,0.34,142.53,161.76,0
820,18.4,58.7,9.6,27.2,0.0,2171-03-16,1,0.68,298.88,476.35,2
821,18.4,58.7,9.6,27.2,0.0,2171-03-16,2,0.93,264.58,844.47,3
822,18.4,58.7,9.6,27.2,0.0,2171-03-16,3,0.77,271.28,371.96,3
823,18.4,58.7,9.6,27.2,0.0,2171-03-16,4,0.5,113.22,949.83,0
824,18.4,58.7,9.6,27.2,0.0,2171-03-16,5,0.38,152.3,226.35,0
930,18.3,69.3,5.0,8.5,0.0,2171-03-17,1,0.63,294.32,564.48,3
931,18.3,69.3,5.0,8.5,0.0,2171-03-17,2,0.55,239.18,183.35,0
932,18.3,69.3,5.0,8.5,0.0,2171-03-17,3,0.9,179.05,458.21,3
933,18.3,69.3,5.0,8.5,0.0,2171-03-17,4,0.58,164.8,290.88,3
934,18.3,69.3,5.0,8.5,0.0,2171-03-17,5,0.7,159.05,15.73,3
1040,17.5,62.9,6.0,7.2,0.0,2171-03-18,1,0.72,161.99,232.53,3
1041,17.5,62.9,6.0,7.2,0.0,2171-03-18,2,0.51,219.49,362.1,0
1042,17.5,62.9,6.0,7.2,0.0,2171-03-18,3,0.66,153.35,636.38,3
1043,17.5,62.9,6.0,7.2,0.0,2171-03-18,4,0.59,121.01,310.72,0
1044,17.5,62.9,6.0,7.2,0.0,2171-03-18,5,0.36,184.02,85.26,3
1150,16.4,58.2,12.3,26.9,0.0,2171-03-19,1,0.72,254.6,222.08,2
1151,16.4,58.2,12.3,26.9,0.0,2171-03-19,2,0.55,266.87,322.66,0
1152,16.4,58.2,12.3,26.9,0.0,2171-03-19,3,0.68,232.11,316.6,2
1153,16.4,58.2,12.3,26.9,0.0,2171-03-19,4,0.6,107.42,557.36,0
1154,16.4,58.2,12.3,26.9,0.0,2171-03-19,5,0.64,176.26,66.53,3
1365,17.5,68.2,13.4,31.7,0.0,2171-03-20,1,0.95,271.52,681.86,2
1366,17.5,68.2,13.4,31.7,0.0,2171-03-20,2,0.91,176.25,471.75,3
1367,17.5,68.2,13.4,31.7,0.0,2171-03-20,3,0.74,207.17,786.28,2
1368,17.5,68.2,13.4,31.7,0.0,2171-03-20,4,0.64,127.27,812.24,0
1369,17.5,68.2,13.4,31.7,0.0,2171-03-20,5,0.67,153.11,927.85,3
1480,16.2,49.3,22.1,49.7,0.0,2171-03-21,1,0.9,277.38,175.4,3
1481,16.2,49.3,22.1,49.7,0.0,2171-03-21,2,0.53,222.5,225.84,3
1482,16.2,49.3,22.1,49.7,0.0,2171-03-21,3,0.72,289.68,378.06,2
1483,16.2,49.3,22.1,49.7,0.0,2171-03-21,4,0.62,198.95,8.42,0
1484,16.2,49.3,22.1,49.7,0.0,2171-03-21,5,0.35,136.93,122.16,3
1590,20.1,49.1,17.7,38.6,0.0,2171-03-22,1,0.62,183.22,598.65,3
1591,20.1,49.1,17.7,38.6,0.0,2171-03-22,2,0.88,231.5,267.84,2
1592,20.1,49.1,17.7,38.6,0.0,2171-03-22,3,0.7,203.62,92.77,3
1593,20.1,49.1,17.7,38.6,0.0,2171-03-22,4,0.57,139.66,868.94,3
1594,20.1,49.1,17.7,38.6,0.0,2171-03-22,5,0.6,171.77,56.86,3
1700,16.5,61.6,5.5,13.5,0.0,2171-03-23,1,0.67,185.63,395.85,3
1701,16.5,61.6,5.5,13.5,0.0,2171-03-23,2,0.67,155.21,336.03,0
1702,16.5,61.6,5.5,13.5,0.0,2171-03-23,3,0.81,221.61,341.14,2
1703,16.5,61.6,5.5,13.5,0.0,2171-03-23,4,0.38,162.63,251.83,0
1704,16.5,61.6,5.5,13.5,0.0,2171-03-23,5,0.37,118.45,170.22,0
1815,21.9,50.8,7.6,18.5,0.0,2171-03-24,1,0.6,264.72,120.3,3
1816,21.9,50.8,7.6,18.5,0.0,2171-03-24,2,0.87,288.78,182.17,1
1817,21.9,50.8,7.6,18.5,0.0,2171-03-24,3,0.78,152.24,565.74,3
1818,21.9,50.8,7.6,18.5,0.0,2171-03-24,4,0.63,197.4,932.95,0
1819,21.9,50.8,7.6,18.5,0.0,2171-03-24,5,0.43,165.12,549.86,0
1930,22.6,40.5,9.9,19.5,0.0,2171-03-25,1,0.71,283.56,285.62,2
1931,22.6,40.5,9.9,19.5,0.0,2171-03-25,2,0.67,297.29,815.36,3
1932,22.6,40.5,9.9,19.5,0.0,2171-03-25,3,0.71,296.65,67.92,3
1933,22.6,40.5,9.9,19.5,0.0,2171-03-25,4,0.38,133.46,153.06,3
1934,22.6,40.5,9.9,19.5,0.0,2171-03-25,5,0.4,179.41,30.93,0
2045,20.8,48.1,10.4,17.8,0.0,2171-03-26,1,0.77,246.08,401.53,2
2046,20.8,48.1,10.4,17.8,0.0,2171-03-26,2,0.78,244.22,442.49,1
2047,20.8,48.1,10.4,17.8,0.0,2171-03-26,3,0.6,218.51,370.58,3
2048,20.8,48.1,10.4,17.8,0.0,2171-03-26,4,0.48,111.59,868.99,0
2049,20.8,48.1,10.4,17.8,0.0,2171-03-26,5,0.36,120.47,126.7,3
2160,17.7,36.1,8.8,15.0,0.0,2171-03-27,1,0.85,282.09,747.59,2
2161,17.7,36.1,8.8,15.0,0.0,2171-03-27,2,0.61,170.57,548.1,3
2162,17.7,36.1,8.8,15.0,0.0,2171-03-27,3,0.94,168.95,466.52,3
2163,17.7,36.1,8.8,15.0,0.0,2171-03-27,4,0.57,124.63,64.12,0
2164,17.7,36.1,8.8,15.0,0.0,2171-03-27,5,0.45,192.0,633.38,3
2270,21.5,33.0,5.5,14.7,0.0,2171-03-28,1,0.84,159.25,720.05,3
2271,21.5,33.0,5.5,14.7,0.0,2171-03-28,2,0.95,158.11,656.83,3
2272,21.5,33.0,5.5,14.7,0.0,2171-03-28,3,0.97,296.39,76.32,2
2273,21.5,33.0,5.5,14.7,0.0,2171-03-28,4,0.6,190.58,978.99,0
2274,21.5,33.0,5.5,14.7,0.0,2171-03-28,5,0.61,122.94,591.86,0
2375,17.7,47.9,5.0,13.4,0.0,2171-03-29,1,0.85,268.82,36.06,2
2376,17.7,47.9,5.0,13.4,0.0,2171-03-29,2,0.71,152.89,536.72,0
2377,17.7,47.9,5.0,13.4,0.0,2171-03-29,3,0.93,275.51,353.09,3
2378,17.7,47.9,5.0,13.4,0.0,2171-03-29,4,0.58,151.42,690.71,0
2379,17.7,47.9,5.0,13.4,0.0,2171-03-29,5,0.32,143.74,126.81,3
2595,19.9,63.3,5.4,8.4,0.0,2171-03-30,1,0.9,174.83,617.25,3
2596,19.9,63.3,5.4,8.4,0.0,2171-03-30,2,0.7,222.38,561.52,1
2597,19.9,63.3,5.4,8.4,0.0,2171-03-30,3,0.5,279.58,498.15,3
2598,19.9,63.3,5.4,8.4,0.0,2171-03-30,4,0.34,131.01,869.19,0
2599,19.9,63.3,5.4,8.4,0.0,2171-03-30,5,0.39,111.22,725.47,0
2685,19.3,69.1,13.8,23.3,0.1,2171-03-31,1,0.72,244.36,320.43,2
2686,19.3,69.1,13.8,23.3,0.1,2171-03-31,2,0.64,249.28,549.97,1
2687,19.3,69.1,13.8,23.3,0.1,2171-03-31,3,0.72,152.04,637.17,3
2688,19.3,69.1,13.8,23.3,0.1,2171-03-31,4,0.52,176.59,396.02,0
2689,19.3,69.1,13.8,23.3,0.1,2171-03-31,5,0.45,173.47,299.75,0
65,8.8,57.5,14.3,30.8,0.0,2171-04-01,1,0.73,295.61,35.24,2
66,8.8,57.5,14.3,30.8,0.0,2171-04-01,2,0.98,161.41,699.64,0
67,8.8,57.5,14.3,30.8,0.0,2171-04-01,3,0.61,169.47,683.74,3
68,8.8,57.5,14.3,30.8,0.0,2171-04-01,4,0.65,107.74,798.98,3
69,8.8,57.5,14.3,30.8,0.0,2171-04-01,5,0.58,157.65,317.39,0
1265,13.2,52.9,9.3,20.9,0.0,2171-04-02,1,0.88,150.45,76.33,3
1266,13.2,52.9,9.3,20.9,0.0,2171-04-02,2,0.57,299.9,746.58,0
1267,13.2,52.9,9.3,20.9,0.0,2171-04-02,3,0.86,157.61,551.39,3
1268,13.2,52.9,9.3,20.9,0.0,2171-04-02,4,0.53,187.53,841.21,3
1269,13.2,52.9,9.3,20.9,0.0,2171-04-02,5,0.39,139.46,393.18,0
2500,10.7,61.2,4.4,6.6,0.0,2171-04-03,1,0.74,188.46,72.1,3
2501,10.7,61.2,4.4,6.6,0.0,2171-04-03,2,0.74,297.42,345.03,1
2502,10.7,61.2,4.4,6.6,0.0,2171-04-03,3,0.59,221.3,363.7,3
2503,10.7,61.2,4.4,6.6,0.0,2171-04-03,4,0.34,116.62,256.53,0
2504,10.7,61.2,4.4,6.6,0.0,2171-04-03,5,0.39,183.35,338.84,0
2780,9.4,55.8,4.0,6.0,0.0,2171-04-04,1,0.99,193.31,468.29,3
2781,9.4,55.8,4.0,6.0,0.0,2171-04-04,2,0.68,285.16,340.83,1
2782,9.4,55.8,4.0,6.0,0.0,2171-04-04,3,0.68,271.94,297.46,2
2783,9.4,55.8,4.0,6.0,0.0,2171-04-04,4,0.67,123.76,918.14,0
2784,9.4,55.8,4.0,6.0,0.0,2171-04-04,5,0.52,107.61,608.17,3
2890,15.4,41.5,3.9,9.2,0.0,2171-04-05,1,0.5,208.52,206.45,3
2891,15.4,41.5,3.9,9.2,0.0,2171-04-05,2,0.64,164.31,515.66,0
2892,15.4,41.5,3.9,9.2,0.0,2171-04-05,3,0.69,219.15,505.55,2
2893,15.4,41.5,3.9,9.2,0.0,2171-04-05,4,0.32,126.15,212.06,3
2894,15.4,41.5,3.9,9.2,0.0,2171-04-05,5,0.31,101.51,471.91,3
3000,18.5,72.2,9.6,15.8,0.0,2171-04-06,1,0.75,299.32,717.54,2
3001,18.5,72.2,9.6,15.8,0.0,2171-04-06,2,0.91,285.08,24.43,1
3002,18.5,72.2,9.6,15.8,0.0,2171-04-06,3,0.78,153.3,685.89,3
3003,18.5,72.2,9.6,15.8,0.0,2171-04-06,4,0.4,121.94,364.92,0
3004,18.5,72.2,9.6,15.8,0.0,2171-04-06,5,0.49,146.24,694.63,0
3115,17.9,59.5,12.1,21.9,0.0,2171-04-07,1,0.53,210.56,584.28,3
3116,17.9,59.5,12.1,21.9,0.0,2171-04-07,2,0.95,220.88,917.86,2
3117,17.9,59.5,12.1,21.9,0.0,2171-04-07,3,0.96,284.69,272.22,2
3118,17.9,59.5,12.1,21.9,0.0,2171-04-07,4,0.57,178.84,775.47,0
3119,17.9,59.5,12.1,21.9,0.0,2171-04-07,5,0.44,181.34,339.12,3
3230,21.6,59.9,9.4,18.5,0.0,2171-04-08,1,0.97,162.72,767.47,3
3231,21.6,59.9,9.4,18.5,0.0,2171-04-08,2,0.68,228.26,508.9,0
3232,21.6,59.9,9.4,18.5,0.0,2171-04-08,3,0.68,250.92,237.33,2
3233,21.6,59.9,9.4,18.5,0.0,2171-04-08,4,0.4,117.74,472.84,0
3234,21.6,59.9,9.4,18.5,0.0,2171-04-08,5,0.66,111.05,654.78,0
3345,15.2,46.3,5.4,14.4,0.0,2171-04-09,1,0.79,161.03,379.66,3
3346,15.2,46.3,5.4,14.4,0.0,2171-04-09,2,0.64,162.88,531.32,0
3347,15.2,46.3,5.4,14.4,0.0,2171-04-09,3,0.53,223.88,185.04,3
3348,15.2,46.3,5.4,14.4,0.0,2171-04-09,4,0.36,177.45,881.92,0
3349,15.2,46.3,5.4,14.4,0.0,2171-04-09,5,0.33,156.29,145.75,0
180,23.1,43.9,9.2,21.6,0.0,2171-04-10,1,0.84,285.93,282.9,2
181,23.1,43.9,9.2,21.6,0.0,2171-04-10,2,0.52,282.86,823.35,3
182,23.1,43.9,9.2,21.6,0.0,2171-04-10,3,0.71,203.75,403.51,2
183,23.1,43.9,9.2,21.6,0.0,2171-04-10,4,0.48,105.17,396.91,0
184,23.1,43.9,9.2,21.6,0.0,2171-04-10,5,0.66,182.81,460.08,3
285,23.2,60.3,14.2,35.5,0.0,2171-04-11,1,0.83,214.89,708.88,2
286,23.2,60.3,14.2,35.5,0.0,2171-04-11,2,0.95,228.37,467.59,3
287,23.2,60.3,14.2,35.5,0.0,2171-04-11,3,0.57,225.2,550.86,3
288,23.2,60.3,14.2,35.5,0.0,2171-04-11,4,0.62,159.98,924.68,3
289,23.2,60.3,14.2,35.5,0.0,2171-04-11,5,0.37,129.14,269.34,0
395,21.4,63.3,12.9,34.6,0.0,2171-04-12,1,0.92,164.82,198.73,3
396,21.4,63.3,12.9,34.6,0.0,2171-04-12,2,0.78,255.86,367.63,1
397,21.4,63.3,12.9,34.6,0.0,2171-04-12,3,0.76,206.77,21.88,2
398,21.4,63.3,12.9,34.6,0.0,2171-04-12,4,0.66,185.0,165.85,3
399,21.4,63.3,12.9,34.6,0.0,2171-04-12,5,0.55,157.87,928.61,3
505,18.9,78.9,3.5,5.2,0.0,2171-04-13,1,0.62,254.3,164.95,2
506,18.9,78.9,3.5,5.2,0.0,2171-04-13,2,0.66,216.25,720.96,2
507,18.9,78.9,3.5,5.2,0.0,2171-04-13,3,0.51,199.18,121.26,3
508,18.9,78.9,3.5,5.2,0.0,2171-04-13,4,0.65,118.02,759.49,0
509,18.9,78.9,3.5,5.2,0.0,2171-04-13,5,0.34,192.24,790.27,0
615,22.4,63.8,3.6,5.6,0.0,2171-04-14,1,0.5,297.68,661.81,3
616,22.4,63.8,3.6,5.6,0.0,2171-04-14,2,0.75,178.38,369.98,0
617,22.4,63.8,3.6,5.6,0.0,2171-04-14,3,1.0,187.49,23.21,3
618,22.4,63.8,3.6,5.6,0.0,2171-04-14,4,0.54,130.72,884.43,0
619,22.4,63.8,3.6,5.6,0.0,2171-04-14,5,0.32,191.27,759.09,0
725,20.2,68.7,4.5,9.3,0.0,2171-04-15,1,0.55,161.87,795.94,3
726,20.2,68.7,4.5,9.3,0.0,2171-04-15,2,0.74,281.02,426.01,1
727,20.2,68.7,4.5,9.3,0.0,2171-04-15,3,0.85,224.09,645.34,2
728,20.2,68.7,4.5,9.3,0.0,2171-04-15,4,0.42,130.87,204.5,0
729,20.2,68.7,4.5,9.3,0.0,2171-04-15,5,0.64,124.58,818.72,0
830,26.7,62.0,9.4,17.3,0.0,2171-04-16,1,0.51,235.84,172.05,3
831,26.7,62.0,9.4,17.3,0.0,2171-04-16,2,0.76,235.01,999.87,3
832,26.7,62.0,9.4,17.3,0.0,2171-04-16,3,0.73,189.94,19.61,3
833,26.7,62.0,9.4,17.3,0.0,2171-04-16,4,0.4,120.01,172.54,0
834,26.7,62.0,9.4,17.3,0.0,2171-04-16,5,0.31,130.11,200.06,0
940,22.2,61.3,7.9,14.3,0.0,2171-04-17,1,0.57,170.9,707.0,3
941,22.2,61.3,7.9,14.3,0.0,2171-04-17,2,0.81,158.21,830.5,3
942,22.2,61.3,7.9,14.3,0.0,2171-04-17,3,0.8,292.04,309.2,2
943,22.2,61.3,7.9,14.3,0.0,2171-04-17,4,0.32,153.5,826.9,0
944,22.2,61.3,7.9,14.3,0.0,2171-04-17,5,0.54,186.94,94.73,0
1050,19.4,67.8,6.9,12.3,0.0,2171-04-18,1,0.65,248.78,414.79,2
1051,19.4,67.8,6.9,12.3,0.0,2171-04-18,2,0.84,167.55,173.11,0
1052,19.4,67.8,6.9,12.3,0.0,2171-04-18,3,0.92,211.79,542.22,2
1053,19.4,67.8,6.9,12.3,0.0,2171-04-18,4,0.57,102.23,91.35,0
1054,19.4,67.8,6.9,12.3,0.0,2171-04-18,5,0.63,175.44,705.96,3
1160,20.6,64.5,6.8,11.6,0.0,2171-04-19,1,0.99,203.8,670.61,2
1161,20.6,64.5,6.8,11.6,0.0,2171-04-19,2,0.83,226.44,580.03,3
1162,20.6,64.5,6.8,11.6,0.0,2171-04-19,3,0.64,288.01,131.63,2
1163,20.6,64.5,6.8,11.6,0.0,2171-04-19,4,0.56,121.59,86.1,0
1164,20.6,64.5,6.8,11.6,0.0,2171-04-19,5,0.65,178.77,370.86,3
1375,19.0,76.2,5.1,7.3,0.1,2171-04-20,1,0.68,220.22,21.38,2
1376,19.0,76.2,5.1,7.3,0.1,2171-04-20,2,0.83,280.62,481.52,3
1377,19.0,76.2,5.1,7.3,0.1,2171-04-20,3,0.68,217.25,710.13,2
1378,19.0,76.2,5.1,7.3,0.1,2171-04-20,4,0.34,188.86,328.65,3
1379,19.0,76.2,5.1,7.3,0.1,2171-04-20,5,0.34,119.18,742.78,0
1490,18.2,76.1,7.7,12.6,0.0,2171-04-21,1,0.91,286.15,716.35,2
1491,18.2,76.1,7.7,12.6,0.0,2171-04-21,2,0.77,165.99,155.21,0
1492,18.2,76.1,7.7,12.6,0.0,2171-04-21,3,0.72,150.51,41.31,3
1493,18.2,76.1,7.7,12.6,0.0,2171-04-21,4,0.42,197.03,141.53,0
1494,18.2,76.1,7.7,12.6,0.0,2171-04-21,5,0.55,130.23,946.96,0
1595,21.8,58.3,4.3,8.9,0.0,2171-04-22,1,0.97,291.85,796.99,3
1596,21.8,58.3,4.3,8.9,0.0,2171-04-22,2,0.7,276.27,716.43,1
1597,21.8,58.3,4.3,8.9,0.0,2171-04-22,3,0.55,206.75,315.16,3
1598,21.8,58.3,4.3,8.9,0.0,2171-04-22,4,0.54,129.23,985.42,0
1599,21.8,58.3,4.3,8.9,0.0,2171-04-22,5,0.42,148.06,502.41,0
1710,18.2,79.7,6.3,14.2,0.3,2171-04-23,1,0.91,168.52,333.37,3
1711,18.2,79.7,6.3,14.2,0.3,2171-04-23,2,0.97,181.52,891.84,0
1712,18.2,79.7,6.3,14.2,0.3,2171-04-23,3,0.85,177.02,430.77,3
1713,18.2,79.7,6.3,14.2,0.3,2171-04-23,4,0.35,131.71,404.25,0
1714,18.2,79.7,6.3,14.2,0.3,2171-04-23,5,0.63,148.69,317.05,0
1825,21.8,61.0,12.9,23.8,0.0,2171-04-24,1,0.63,155.27,365.29,3
1826,21.8,61.0,12.9,23.8,0.0,2171-04-24,2,0.76,154.34,79.29,0
1827,21.8,61.0,12.9,23.8,0.0,2171-04-24,3,0.52,294.09,140.28,3
1828,21.8,61.0,12.9,23.8,0.0,2171-04-24,4,0.42,181.23,184.67,0
1829,21.8,61.0,12.9,23.8,0.0,2171-04-24,5,0.37,154.75,612.05,0
1940,18.5,62.0,3.8,6.1,0.0,2171-04-25,1,0.91,292.37,588.89,3
1941,18.5,62.0,3.8,6.1,0.0,2171-04-25,2,0.76,202.69,652.04,1
1942,18.5,62.0,3.8,6.1,0.0,2171-04-25,3,0.66,175.38,146.95,3
1943,18.5,62.0,3.8,6.1,0.0,2171-04-25,4,0.38,161.8,459.43,0
1944,18.5,62.0,3.8,6.1,0.0,2171-04-25,5,0.39,125.17,515.22,0
2055,28.3,39.1,5.1,9.2,0.0,2171-04-26,1,0.69,277.97,481.66,3
2056,28.3,39.1,5.1,9.2,0.0,2171-04-26,2,0.92,210.98,505.4,1
2057,28.3,39.1,5.1,9.2,0.0,2171-04-26,3,0.52,212.59,439.66,3
2058,28.3,39.1,5.1,9.2,0.0,2171-04-26,4,0.42,121.9,435.81,3
2059,28.3,39.1,5.1,9.2,0.0,2171-04-26,5,0.58,164.09,948.59,3
2170,23.6,51.3,3.9,9.7,0.0,2171-04-27,1,0.57,274.31,388.96,3
2171,23.6,51.3,3.9,9.7,0.0,2171-04-27,2,0.59,235.09,516.06,0
2172,23.6,51.3,3.9,9.7,0.0,2171-04-27,3,0.53,213.47,209.35,3
2173,23.6,51.3,3.9,9.7,0.0,2171-04-27,4,0.47,142.36,401.95,0
2174,23.6,51.3,3.9,9.7,0.0,2171-04-27,5,0.42,103.13,955.89,0
2280,25.2,74.3,4.9,7.0,0.0,2171-04-28,1,0.78,216.2,748.7,2
2281,25.2,74.3,4.9,7.0,0.0,2171-04-28,2,0.84,223.32,256.28,1
2282,25.2,74.3,4.9,7.0,0.0,2171-04-28,3,0.65,290.02,231.78,2
2283,25.2,74.3,4.9,7.0,0.0,2171-04-28,4,0.38,172.41,4.64,0
2284,25.2,74.3,4.9,7.0,0.0,2171-04-28,5,0.58,108.5,506.66,0
2385,27.2,64.3,5.6,11.2,0.0,2171-04-29,1,0.57,276.25,522.05,3
2386,27.2,64.3,5.6,11.2,0.0,2171-04-29,2,0.58,172.01,355.75,0
2387,27.2,64.3,5.6,11.2,0.0,2171-04-29,3,0.66,217.7,419.18,2
2388,27.2,64.3,5.6,11.2,0.0,2171-04-29,4,0.56,169.2,146.42,0
2389,27.2,64.3,5.6,11.2,0.0,2171-04-29,5,0.65,138.48,41.0,0
2605,24.1,51.7,7.4,15.7,0.0,2171-04-30,1,0.56,258.97,304.34,3
2606,24.1,51.7,7.4,15.7,0.0,2171-04-30,2,0.92,220.89,528.48,1
2607,24.1,51.7,7.4,15.7,0.0,2171-04-30,3,0.85,197.73,637.37,3
2608,24.1,51.7,7.4,15.7,0.0,2171-04-30,4,0.31,142.46,947.58,3
2609,24.1,51.7,7.4,15.7,0.0,2171-04-30,5,0.63,187.43,266.44,0
75,23.6,56.4,6.0,9.7,0.0,2171-05-01,1,0.56,186.69,150.17,3
76,23.6,56.4,6.0,9.7,0.0,2171-05-01,2,0.53,241.04,649.54,0
77,23.6,56.4,6.0,9.7,0.0,2171-05-01,3,0.64,216.22,294.49,2
78,23.6,56.4,6.0,9.7,0.0,2171-05-01,4,0.65,137.07,503.6,0
79,23.6,56.4,6.0,9.7,0.0,2171-05-01,5,0.6,175.59,402.26,3
1275,18.5,67.6,5.6,10.9,0.0,2171-05-02,1,0.59,205.94,693.94,3
1276,18.5,67.6,5.6,10.9,0.0,2171-05-02,2,0.71,220.91,986.63,0
1277,18.5,67.6,5.6,10.9,0.0,2171-05-02,3,0.71,175.87,72.56,3
1278,18.5,67.6,5.6,10.9,0.0,2171-05-02,4,0.35,147.07,31.74,0
1279,18.5,67.6,5.6,10.9,0.0,2171-05-02,5,0.53,124.91,535.8,0
2510,24.5,60.9,4.0,8.7,0.0,2171-05-03,1,0.85,198.13,371.25,3
2511,24.5,60.9,4.0,8.7,0.0,2171-05-03,2,0.95,262.33,776.77,1
2512,24.5,60.9,4.0,8.7,0.0,2171-05-03,3,0.86,211.17,460.61,3
2513,24.5,60.9,4.0,8.7,0.0,2171-05-03,4,0.61,199.8,366.28,0
2514,24.5,60.9,4.0,8.7,0.0,2171-05-03,5,0.48,140.64,290.9,0
2900,23.5,49.3,7.6,17.1,0.0,2171-05-05,1,0.62,228.77,795.65,3
2901,23.5,49.3,7.6,17.1,0.0,2171-05-05,2,0.54,259.1,334.24,3
2902,23.5,49.3,7.6,17.1,0.0,2171-05-05,3,0.75,206.55,628.9,3
2903,23.5,49.3,7.6,17.1,0.0,2171-05-05,4,0.4,150.22,269.18,3
2904,23.5,49.3,7.6,17.1,0.0,2171-05-05,5,0.68,148.42,972.89,0
3010,20.2,58.6,8.7,17.0,0.0,2171-05-06,1,0.55,238.38,164.06,3
3011,20.2,58.6,8.7,17.0,0.0,2171-05-06,2,0.79,262.81,954.36,1
3012,20.2,58.6,8.7,17.0,0.0,2171-05-06,3,0.96,260.12,340.53,3
3013,20.2,58.6,8.7,17.0,0.0,2171-05-06,4,0.51,189.97,916.25,0
3014,20.2,58.6,8.7,17.0,0.0,2171-05-06,5,0.51,161.66,258.85,0
3125,24.4,48.4,8.4,15.0,0.0,2171-05-07,1,0.52,201.28,692.42,3
3126,24.4,48.4,8.4,15.0,0.0,2171-05-07,2,0.57,253.35,330.99,0
3127,24.4,48.4,8.4,15.0,0.0,2171-05-07,3,0.53,222.7,595.51,3
3128,24.4,48.4,8.4,15.0,0.0,2171-05-07,4,0.57,122.21,276.88,3
3129,24.4,48.4,8.4,15.0,0.0,2171-05-07,5,0.56,195.09,689.63,0
3240,25.8,51.1,5.3,10.7,0.0,2171-05-08,1,0.94,217.48,598.07,3
3241,25.8,51.1,5.3,10.7,0.0,2171-05-08,2,0.76,230.87,77.61,3
3242,25.8,51.1,5.3,10.7,0.0,2171-05-08,3,0.68,233.05,668.01,2
3243,25.8,51.1,5.3,10.7,0.0,2171-05-08,4,0.43,119.7,955.25,0
3244,25.8,51.1,5.3,10.7,0.0,2171-05-08,5,0.5,179.59,76.85,3
3355,27.1,48.0,3.8,6.0,0.0,2171-05-09,1,0.59,211.19,577.22,3
3356,27.1,48.0,3.8,6.0,0.0,2171-05-09,2,0.95,247.48,896.11,1
3357,27.1,48.0,3.8,6.0,0.0,2171-05-09,3,0.52,208.01,168.97,3
3358,27.1,48.0,3.8,6.0,0.0,2171-05-09,4,0.32,172.08,904.03,0
